PUMA,TYPE,BLD,NP,RNTP,SNAP,RMSP,VEH,HINCP,TANF,WGTP,HHT,NOC,UTIL,SERIALNO,SS,POVPIP,INC_TYPE
110,male head,apartment,1,860,0,4,1,48000,0,13,4,0,130,2.02E+12,0,389,variable
119,male head,apartment,1,800,0,3,1,48000,0,12,4,0,40,2.02E+12,0,389,variable
108,female head,apartment,1,840,0,3,1,48000,0,18,6,0,80,2.02E+12,0,389,variable
103,male head,apartment,2,1000,0,4,2,48000,0,36,5,0,200,2.02E+12,0,203,variable
103,male head,apartment,1,650,0,3,1,48000,0,45,4,0,100,2.02E+12,0,389,variable
110,male head,apartment,1,870,0,5,1,48000,0,15,4,0,130,2.02E+12,0,389,variable
106,female head,apartment,4,940,0,3,1,48000,0,13,3,2,60,2.02E+12,0,203,variable
107,male head,apartment,1,500,0,2,1,48000,0,13,4,0,60,2.02E+12,0,389,variable
105,female head,apartment,1,690,0,3,1,48000,0,36,6,0,50,2.02E+12,0,389,variable
103,married,apartment,4,570,0,3,2,48000,0,13,1,2,110,2.02E+12,0,200,variable
110,female head,apartment,1,750,0,4,1,48000,0,16,6,0,100,2.02E+12,0,389,variable
110,female head,house,1,920,0,4,1,48000,0,36,6,0,170,2.02E+12,0,389,variable
101,married,house,2,800,0,6,1,48000,0,7,1,0,200,2.02E+12,0,302,variable
116,male head,apartment,2,550,0,3,1,48000,0,23,2,1,0,2.02E+12,0,294,variable
115,married,apartment,5,700,0,4,2,48000,0,14,1,3,200,2.02E+12,0,170,variable
114,married,apartment,2,1100,0,4,2,48000,0,22,1,0,100,2.02E+12,0,301,variable
123,male head,house,4,600,0,5,2,48000,0,44,2,2,200,2.02E+12,0,161,variable
110,female head,apartment,1,1000,0,4,1,48000,0,36,6,0,80,2.02E+12,0,385,variable
115,male head,apartment,2,950,1,4,2,48000,0,85,5,0,320,2.02E+12,0,225,variable
119,male head,house,3,450,0,5,0,48000,0,43,2,0,330,2.02E+12,0,249,variable
105,married,house,4,1200,0,4,2,48000,0,13,1,2,210,2.02E+12,0,197,variable
103,married,house,5,1000,0,9,3,48000,0,13,1,2,280,2.02E+12,0,164,variable
119,female head,apartment,1,930,0,4,1,48000,0,31,6,0,50,2.02E+12,0,389,variable
123,married,house,4,650,0,7,2,48000,0,13,1,2,160,2.02E+12,0,199,variable
110,female head,apartment,1,720,0,3,2,48000,0,16,6,0,60,2.02E+12,0,388,variable
119,male head,apartment,4,700,0,3,2,48000,0,28,2,2,250,2.02E+12,0,306,variable
117,female head,apartment,4,820,0,4,1,48000,0,24,3,2,0,2.02E+12,0,201,variable
102,married,apartment,5,550,0,3,2,48000,0,44,1,2,220,2.02E+12,0,164,variable
113,female head,apartment,2,1000,0,5,2,48000,0,19,7,0,110,2.02E+12,0,258,variable
105,married,house,5,1600,0,6,2,48000,0,11,1,3,200,2.02E+12,0,169,variable
118,male head,apartment,1,870,0,4,1,48000,0,9,4,0,240,2.02E+12,0,387,variable
117,female head,apartment,2,850,0,4,2,48000,0,6,7,0,70,2.02E+12,0,340,variable
109,female head,apartment,1,1100,0,4,1,48000,0,12,6,0,110,2.02E+12,0,386,variable
103,married,house,5,1100,1,8,2,48000,0,13,1,3,500,2.02E+12,0,169,variable
110,female head,apartment,3,1700,0,8,1,48000,0,18,3,2,250,2.02E+12,0,249,variable
117,female head,house,3,920,0,5,1,48000,0,41,3,2,200,2.02E+12,0,248,variable
110,married,apartment,4,800,1,4,2,48000,0,64,1,2,150,2.02E+12,0,194,variable
108,male head,house,2,1500,0,5,2,48000,0,75,5,0,250,2.02E+12,0,223,variable
118,female head,apartment,2,1200,0,4,1,48000,0,27,7,0,230,2.02E+12,0,298,variable
110,female head,apartment,1,680,0,4,2,48000,0,15,6,0,80,2.02E+12,0,381,variable
105,married,apartment,2,800,0,6,2,48000,0,13,1,0,130,2.02E+12,0,293,variable
116,male head,apartment,1,700,0,3,1,48000,0,22,4,0,100,2.02E+12,0,380,variable
109,female head,house,1,1000,0,6,1,48000,0,22,6,0,60,2.02E+12,0,382,variable
122,male head,apartment,3,650,0,4,3,48000,0,32,5,0,200,2.02E+12,0,182,variable
115,male head,apartment,1,700,0,3,1,48000,0,15,4,0,90,2.02E+12,0,382,variable
104,female head,apartment,4,800,1,3,2,48000,0,40,3,2,200,2.02E+12,0,277,variable
105,married,house,4,900,0,3,2,48000,0,18,1,2,240,2.02E+12,0,193,variable
115,married,house,5,700,0,4,3,48000,0,46,1,3,140,2.02E+12,0,166,variable
113,female head,apartment,1,900,0,1,0,48000,0,27,6,0,60,2.02E+12,0,377,variable
117,female head,apartment,1,620,0,3,1,48000,0,12,6,0,120,2.02E+12,0,383,variable
116,male head,apartment,3,800,1,4,3,48000,0,15,2,0,120,2.02E+12,0,172,variable
118,female head,apartment,2,1100,0,4,2,48000,0,6,7,0,100,2.02E+12,0,239,variable
108,female head,house,3,340,0,7,1,48000,0,7,3,2,250,2.02E+12,0,244,variable
102,married,house,4,1000,0,5,1,48000,0,12,1,2,170,2.02E+12,0,195,variable
102,male head,apartment,1,650,0,3,2,48000,0,17,4,0,80,2.02E+12,0,378,variable
107,male head,apartment,1,1200,0,3,1,48000,0,6,4,0,90,2.02E+12,0,382,variable
118,female head,house,7,900,0,7,6,48000,0,9,3,2,140,2018HU0037122,0,156,variable
107,female head,apartment,1,1000,0,2,1,48000,0,19,6,0,40,2018HU0049973,0,374,variable
103,female head,apartment,9,940,1,5,2,48000,0,36,3,5,160,2018HU0125055,0,92,variable
115,male head,apartment,1,770,0,4,2,48000,0,19,4,0,210,2018HU0205772,0,372,variable
100,married,house,4,1400,0,8,3,48000,0,13,1,2,340,2018HU0231132,0,190,variable
101,married,apartment,2,1300,1,3,1,48000,0,45,1,0,120,2018HU0420539,0,287,variable
123,male head,house,1,750,0,4,1,48000,0,64,4,0,300,2018HU0465362,0,373,variable
108,male head,apartment,1,950,0,4,1,48000,0,13,4,0,70,2018HU0537170,0,376,variable
105,male head,apartment,1,780,0,3,1,48000,0,18,4,0,120,2018HU0538254,0,371,variable
123,male head,house,1,850,0,5,2,48000,0,45,4,0,300,2018HU0694681,0,371,variable
116,married,house,2,1400,0,6,2,48000,0,10,1,0,340,2018HU0706738,0,288,variable
102,male head,apartment,1,1100,0,1,1,48000,0,22,4,0,80,2018HU1109837,0,374,variable
118,male head,apartment,1,1500,0,5,1,48000,0,28,4,0,300,2018HU1114424,0,375,variable
117,male head,apartment,5,630,0,4,2,48000,0,35,2,3,150,2018HU1135016,0,269,variable
108,married,house,6,700,0,7,2,48000,0,38,1,1,200,2018HU1165640,0,138,variable
118,female head,apartment,5,970,0,6,2,48000,0,9,3,4,90,2018HU1166832,0,165,variable
100,married,house,2,1100,0,5,2,48000,0,29,1,0,290,2018HU1286430,0,290,variable
111,female head,apartment,1,910,0,4,1,48000,0,14,6,0,90,2018HU1291298,0,375,variable
114,female head,house,2,1200,0,8,1,48000,0,16,3,1,140,2018HU1376114,0,283,variable
115,female head,apartment,1,1000,0,1,0,48000,0,27,6,0,120,2018HU1399848,0,373,variable
123,male head,house,1,800,0,5,1,48000,0,75,4,0,90,2019HU0038264,0,363,variable
107,male head,apartment,1,1100,0,3,1,48000,0,59,4,0,100,2019HU0063864,0,367,variable
118,married,house,5,900,0,4,2,48000,0,20,1,3,240,2019HU0099157,0,158,variable
110,female head,apartment,1,1600,0,1,1,48000,0,5,6,0,80,2019HU0111708,0,367,variable
117,male head,apartment,4,1300,0,5,1,48000,0,41,2,3,200,2019HU0147054,0,186,variable
103,female head,apartment,3,1100,0,4,2,48000,0,35,3,2,120,2019HU0217427,0,233,variable
109,male head,house,1,800,0,3,1,48000,0,28,4,0,120,2019HU0218211,0,364,variable
101,male head,trailer,4,1100,0,6,1,48000,0,16,2,0,230,2019HU0285067,0,180,variable
108,male head,apartment,1,1000,0,4,1,48000,0,10,4,0,110,2019HU0315518,0,393,variable
111,male head,apartment,1,960,0,2,1,48000,0,21,4,0,100,2019HU0618845,0,364,variable
103,male head,apartment,1,970,0,1,0,48000,0,10,4,0,50,2019HU0637921,0,366,variable
117,married,apartment,5,600,0,4,2,48000,0,12,1,3,120,2019HU0659403,0,159,variable
118,male head,apartment,3,1300,0,6,0,48000,0,21,2,0,150,2019HU0673428,0,223,variable
108,female head,trailer,2,750,0,5,2,48000,0,16,7,0,0,2019HU0683140,0,181,variable
118,male head,apartment,1,1200,0,4,1,48000,0,32,4,0,70,2019HU0722227,0,365,variable
118,female head,apartment,1,1000,0,2,1,48000,0,11,6,0,70,2019HU0783183,0,361,variable
101,female head,house,1,1300,0,3,1,48000,0,20,6,0,50,2019HU0838588,0,361,variable
110,male head,apartment,1,1000,0,2,1,48000,0,76,4,0,100,2019HU0848789,0,362,variable
118,married,apartment,5,680,1,8,2,48000,0,7,1,3,80,2019HU0862898,0,160,variable
108,female head,house,5,1000,1,8,3,48000,0,7,3,0,400,2019HU0866390,0,157,variable
118,female head,apartment,2,1100,0,4,1,48000,0,14,7,0,300,2019HU0902433,0,227,variable
113,female head,apartment,1,1200,0,4,1,48000,0,100,6,0,150,2019HU0904206,0,363,variable
113,married,house,3,1100,0,5,4,48000,0,21,1,1,160,2019HU0916160,0,236,variable
116,female head,house,1,1300,0,5,1,48000,0,14,6,0,100,2019HU0918682,0,362,variable
117,male head,apartment,1,690,0,1,2,48000,0,16,4,0,0,2019HU0920182,0,362,variable
105,female head,house,4,1600,0,8,1,48000,0,7,3,2,100,2019HU0995396,0,244,variable
104,female head,apartment,2,1300,0,4,1,48000,0,12,3,1,220,2019HU1040670,0,273,variable
105,female head,apartment,2,1200,0,3,2,48000,0,26,7,0,80,2019HU1050996,0,362,variable
104,female head,apartment,1,1300,0,5,1,48000,0,18,6,0,90,2019HU1101514,0,366,variable
116,male head,house,2,1200,0,7,1,48000,0,10,2,1,180,2019HU1114251,0,276,variable
110,female head,apartment,3,550,1,3,2,48000,0,30,3,1,60,2019HU1226941,0,305,variable
104,married,apartment,2,950,0,6,2,48000,0,19,1,0,140,2019HU1307723,0,282,variable
110,male head,apartment,1,1100,0,3,1,48000,0,14,4,0,120,2019HU1329751,0,364,variable
120,married,house,3,1500,0,6,1,48000,0,16,1,1,200,2019HU1377713,0,233,variable
103,male head,apartment,1,720,0,3,0,48000,0,13,4,0,60,2018HU0142039,13200,406,variable
110,female head,house,1,1100,0,6,1,48000,0,40,6,0,220,2.02E+12,16000,412,variable
100,male head,apartment,1,1100,0,3,0,48000,0,17,4,0,0,2.02E+12,26400,419,variable
112,married,apartment,2,1500,0,5,2,48000,0,14,1,0,230,2019HU1119582,34100,315,variable
107,married,house,2,1300,0,5,0,48000,0,20,1,0,110,2.02E+12,40800,332,variable
109,male head,apartment,1,930,1,1,0,48010,210,66,4,0,0,2019HU0166677,16300,394,variable
121,married,house,4,580,0,5,1,48100,0,9,1,2,460,2.02E+12,0,200,variable
105,male head,apartment,4,800,0,5,0,48100,0,23,5,0,0,2.02E+12,0,153,variable
123,female head,house,4,990,0,5,2,48100,3300,17,3,3,200,2018HU1120500,14600,191,variable
101,married,apartment,2,1700,0,4,1,48110,0,13,1,0,70,2018HU1249368,31800,318,variable
103,female head,house,1,800,0,4,1,48150,0,38,6,0,260,2.02E+12,0,391,variable
117,male head,apartment,2,1000,0,5,2,48150,0,7,5,0,70,2018HU0101866,0,193,variable
104,male head,apartment,2,610,0,1,1,48190,0,13,5,0,70,2.02E+12,10190,308,variable
123,married,house,5,770,1,5,2,48200,0,7,1,3,220,2.02E+12,0,169,variable
128,female head,apartment,2,830,0,3,1,48200,0,19,3,1,60,2.02E+12,0,288,variable
128,married,apartment,3,890,1,5,1,48200,0,28,1,1,410,2.02E+12,0,246,variable
111,female head,apartment,1,950,0,4,1,48200,0,22,6,0,80,2018HU0385532,0,373,variable
121,female head,apartment,4,1000,0,4,2,48200,0,130,3,2,50,2019HU0020448,0,146,variable
121,female head,house,1,1100,0,5,2,48200,0,52,6,0,230,2.02E+12,12500,413,variable
114,female head,apartment,1,1400,0,3,0,48200,0,22,6,0,0,2.02E+12,14600,418,variable
117,female head,apartment,1,1000,0,3,1,48200,0,14,6,0,180,2.02E+12,18200,389,variable
114,female head,apartment,1,1100,0,4,1,48200,0,30,6,0,100,2.02E+12,22600,422,variable
102,married,apartment,2,1900,0,3,1,48200,0,12,1,0,0,2.02E+12,33800,335,variable
105,married,apartment,2,1000,0,3,2,48200,0,15,1,0,90,2.02E+12,38200,334,variable
128,married,house,5,650,0,6,2,48250,0,15,1,3,310,2.02E+12,0,169,variable
118,married,house,4,1100,0,9,3,48300,0,24,1,2,170,2.02E+12,0,201,variable
106,male head,apartment,1,730,0,3,1,48300,0,65,4,0,60,2.02E+12,0,392,variable
108,female head,apartment,2,830,0,3,2,48300,0,22,7,0,180,2.02E+12,0,242,variable
128,male head,apartment,1,700,0,3,1,48300,0,18,4,0,90,2.02E+12,0,391,variable
100,male head,house,3,1300,0,6,3,48300,0,18,5,0,120,2018HU1364656,0,180,variable
116,female head,apartment,2,820,0,3,2,48300,0,16,7,0,240,2019HU0275162,0,272,variable
103,male head,apartment,1,830,0,2,1,48300,0,10,4,0,60,2019HU1316089,0,368,variable
114,female head,apartment,3,710,1,1,1,48300,0,51,3,2,130,2.02E+12,8300,252,variable
115,female head,house,3,600,0,8,3,48300,0,12,7,0,130,2.02E+12,14500,248,variable
108,male head,house,6,400,0,5,1,48300,4800,11,2,0,350,2018HU0608331,26500,137,variable
109,female head,apartment,4,1100,1,4,1,48400,0,37,3,2,280,2.02E+12,0,169,variable
122,female head,house,3,610,0,5,2,48400,0,18,3,0,100,2.02E+12,0,261,variable
103,married,apartment,2,780,0,3,1,48400,0,12,1,0,140,2.02E+12,0,297,variable
104,female head,house,2,1200,0,7,2,48400,0,12,3,1,150,2.02E+12,0,289,variable
109,male head,apartment,2,970,0,5,1,48400,0,77,5,0,100,2019HU1320402,0,227,variable
106,male head,house,2,500,1,3,1,48400,0,21,5,0,80,2.02E+12,8400,426,variable
116,married,apartment,3,1000,0,3,1,48400,0,8,1,1,180,2019HU0673543,16400,236,variable
109,married,house,6,950,1,6,2,48500,0,68,1,4,250,2.02E+12,0,153,variable
128,male head,house,1,850,0,4,1,48500,0,44,4,0,150,2.02E+12,0,392,variable
115,female head,apartment,4,880,0,5,1,48500,0,27,3,2,150,2.02E+12,0,240,variable
118,married,house,3,700,0,5,3,48500,0,16,1,0,160,2018HU0154137,0,249,variable
117,male head,apartment,2,950,1,3,3,48500,0,48,2,0,220,2019HU0786217,0,288,variable
114,married,trailer,2,500,0,6,1,48500,0,11,1,0,200,2018HU0698655,26400,326,variable
102,married,house,4,2700,0,6,2,48510,0,42,1,2,330,2.02E+12,18000,202,variable
102,female head,apartment,2,810,0,4,1,48600,0,14,3,1,190,2.02E+12,0,298,variable
101,male head,apartment,3,780,0,3,1,48600,0,57,5,0,20,2.02E+12,0,,variable
123,married,house,2,500,1,5,2,48600,600,18,1,0,80,2.02E+12,0,306,variable
128,female head,trailer,2,730,0,4,2,48600,0,61,7,0,110,2.02E+12,0,222,variable
100,male head,house,3,1400,0,6,2,48600,0,16,2,1,230,2018HU0718984,0,348,variable
114,female head,house,4,1300,0,5,2,48600,0,7,3,1,150,2019HU1157255,0,262,variable
122,female head,house,6,1100,0,7,2,48600,0,28,3,3,380,2018HU1267487,3200,159,variable
123,male head,house,2,350,0,9,2,48600,1200,11,5,0,130,2.02E+12,18000,289,variable
110,married,apartment,3,790,0,3,3,48700,0,64,1,0,130,2.02E+12,0,263,variable
121,female head,house,2,630,0,6,6,48700,0,20,7,0,170,2.02E+12,0,257,variable
123,married,house,7,790,1,4,1,48700,0,18,1,5,120,2.02E+12,0,134,variable
111,married,house,5,350,1,6,2,48700,0,24,1,3,350,2018HU0469961,0,163,variable
100,female head,house,4,1500,0,8,2,48700,0,12,3,1,330,2.02E+12,1000,177,variable
116,male head,house,3,550,1,3,0,48700,0,35,2,1,300,2.02E+12,9000,255,variable
107,married,house,3,1400,0,5,2,48700,0,8,1,0,250,2.02E+12,16000,255,variable
117,male head,apartment,1,940,0,4,1,48800,0,17,4,0,80,2.02E+12,0,396,variable
104,female head,apartment,2,750,0,4,1,48800,0,44,7,0,110,2018HU0042015,0,276,variable
114,married,apartment,3,670,0,4,1,48800,0,16,1,1,220,2019HU0761349,0,238,variable
123,married,house,5,750,1,6,2,48800,0,11,1,0,160,2.02E+12,5900,165,variable
114,married,house,2,740,0,4,2,48800,0,17,1,0,330,2.02E+12,6000,330,variable
121,male head,house,7,1200,1,11,3,48800,0,16,2,1,550,2.02E+12,20000,176,variable
102,male head,apartment,1,750,0,6,2,48800,0,12,4,0,40,2.02E+12,36800,429,variable
123,female head,house,3,750,1,6,1,48870,0,32,3,0,180,2018HU1388237,0,247,variable
116,female head,apartment,1,860,0,4,3,48900,0,11,6,0,110,2.02E+12,0,426,variable
105,female head,apartment,2,890,0,5,2,48900,0,15,3,0,80,2.02E+12,0,301,variable
116,male head,apartment,1,710,0,4,1,48900,0,10,4,0,50,2018HU1232987,0,381,variable
118,male head,apartment,1,740,0,2,1,48900,0,9,4,0,40,2018HU1304891,0,381,variable
115,male head,apartment,2,1000,0,5,1,48900,0,31,5,0,200,2019HU1116993,0,212,variable
118,married,apartment,3,1100,0,5,1,48950,0,12,1,0,200,2.02E+12,9750,264,variable
102,male head,house,3,600,0,5,1,49000,0,34,5,0,120,2.02E+12,0,284,variable
106,female head,apartment,2,970,0,3,1,49000,0,24,3,0,200,2.02E+12,0,309,variable
121,male head,apartment,1,480,0,3,1,49000,0,24,4,0,70,2.02E+12,0,397,variable
114,male head,apartment,2,960,0,4,2,49000,0,12,2,0,140,2.02E+12,0,309,variable
103,married,house,2,1000,0,5,2,49000,0,13,1,0,80,2.02E+12,0,309,variable
125,married,apartment,2,520,0,1,2,49000,0,18,1,0,60,2.02E+12,0,309,variable
123,married,house,4,800,0,6,1,49000,0,37,1,2,200,2.02E+12,0,204,variable
109,female head,house,2,1500,0,4,2,49000,0,54,3,0,160,2.02E+12,0,309,variable
123,female head,apartment,3,540,1,2,1,49000,0,10,7,0,140,2.02E+12,0,235,variable
118,female head,apartment,4,950,0,5,2,49000,0,15,3,0,130,2.02E+12,0,199,variable
100,female head,apartment,3,1300,1,4,1,49000,0,75,3,0,50,2.02E+12,0,254,variable
101,male head,house,2,920,0,5,2,49000,0,11,5,0,130,2.02E+12,0,234,variable
117,female head,house,6,800,0,4,4,49000,0,7,3,1,140,2.02E+12,0,163,variable
116,female head,house,2,560,1,3,1,49000,0,36,7,0,150,2.02E+12,0,393,variable
102,married,apartment,3,700,0,2,1,49000,0,36,1,1,80,2.02E+12,0,254,variable
103,female head,apartment,5,750,1,5,3,49000,0,27,3,1,50,2.02E+12,0,167,variable
120,female head,apartment,2,1100,0,3,2,49000,0,38,7,0,70,2.02E+12,0,200,variable
106,male head,house,2,1100,0,8,1,49000,0,11,2,0,180,2.02E+12,0,306,variable
121,married,apartment,5,400,1,4,2,49000,0,47,1,0,120,2.02E+12,0,168,variable
115,male head,trailer,4,880,0,5,2,49000,0,22,2,1,170,2.02E+12,0,196,variable
102,married,house,5,1000,0,5,3,49000,0,46,1,1,340,2.02E+12,0,160,variable
109,female head,apartment,3,1200,0,4,3,49000,0,13,7,0,150,2.02E+12,0,182,variable
102,female head,apartment,2,880,0,4,1,49000,0,14,3,1,150,2.02E+12,0,293,variable
104,female head,house,2,600,0,6,2,49000,0,33,3,0,200,2.02E+12,0,302,variable
109,male head,house,3,1200,0,6,3,49000,0,11,5,0,70,2.02E+12,0,175,variable
110,male head,apartment,1,1000,0,4,1,49000,0,17,4,0,260,2.02E+12,0,387,variable
117,male head,apartment,1,1000,0,3,1,49000,0,13,4,0,0,2.02E+12,0,388,variable
114,male head,apartment,3,800,0,4,1,49000,0,14,5,0,90,2.02E+12,0,,variable
122,female head,apartment,7,680,1,5,0,49000,0,18,3,5,250,2.02E+12,0,188,variable
115,male head,apartment,1,830,0,4,1,49000,0,35,4,0,120,2.02E+12,0,386,variable
121,married,house,3,1200,0,4,2,49000,0,16,1,1,320,2.02E+12,0,250,variable
102,female head,apartment,2,650,0,4,1,49000,0,31,7,0,120,2.02E+12,0,320,variable
105,married,apartment,2,1200,0,2,2,49000,0,8,1,0,100,2.02E+12,0,301,variable
114,female head,apartment,1,560,0,5,0,49000,0,12,6,0,150,2.02E+12,0,390,variable
104,male head,apartment,2,990,0,4,2,49000,0,10,2,0,160,2.02E+12,0,300,variable
122,married,house,9,650,1,5,2,49000,0,24,1,5,160,2.02E+12,0,100,variable
102,female head,house,1,600,0,4,1,49000,0,13,6,0,0,2018HU0023192,0,381,variable
114,female head,apartment,1,900,0,6,1,49000,0,15,6,0,150,2018HU0077792,0,377,variable
115,male head,apartment,1,730,0,3,1,49000,0,27,4,0,40,2018HU0157447,0,383,variable
122,male head,house,5,900,1,4,2,49000,0,12,5,0,90,2018HU0162681,0,,variable
118,female head,house,4,800,1,5,2,49000,0,21,3,1,100,2018HU0217874,0,132,variable
118,married,house,6,1000,0,5,1,49000,0,15,1,3,530,2018HU0582840,0,144,variable
116,female head,apartment,6,710,0,4,2,49000,0,19,3,2,50,2018HU0882869,0,145,variable
108,male head,apartment,1,930,0,4,1,49000,0,21,4,0,100,2018HU1015503,0,384,variable
117,married,house,6,1100,0,6,2,49000,0,34,1,3,200,2018HU1016598,0,142,variable
116,female head,apartment,2,680,0,4,2,49000,0,15,7,0,80,2018HU1068327,0,226,variable
100,male head,apartment,2,1100,0,7,2,49000,0,15,5,0,60,2018HU1340791,0,203,variable
118,male head,apartment,2,1100,0,5,2,49000,0,17,5,0,150,2018HU1375150,0,326,variable
106,female head,apartment,2,1100,0,1,3,49000,0,11,7,0,120,2019HU0382117,0,304,variable
104,married,apartment,3,770,0,4,1,49000,0,30,1,0,100,2019HU0601735,0,248,variable
125,female head,apartment,2,860,0,3,0,49000,0,34,7,0,110,2019HU0725218,0,188,variable
103,married,apartment,5,970,1,6,1,49000,0,11,1,3,160,2019HU0732993,0,163,variable
104,married,house,4,1000,0,5,2,49000,0,11,1,2,200,2019HU0738933,0,191,variable
105,married,house,2,1300,0,5,2,49000,0,99,1,0,0,2019HU0764315,0,288,variable
115,female head,house,1,800,0,4,1,49000,0,32,6,0,130,2019HU0850735,0,370,variable
100,male head,apartment,1,1100,0,3,2,49000,0,22,4,0,80,2019HU0990279,0,371,variable
118,married,house,8,700,1,5,2,49000,0,6,1,6,170,2019HU1363240,0,118,variable
101,female head,apartment,2,880,0,4,2,49000,0,68,3,0,120,2019HU1374246,0,287,variable
117,male head,house,2,1200,0,5,1,49000,0,13,2,0,250,2.02E+12,9000,309,variable
113,male head,apartment,1,900,0,4,1,49000,0,21,4,0,70,2.02E+12,14000,429,variable
114,male head,house,1,1100,0,5,1,49000,0,13,4,0,550,2.02E+12,14000,429,variable
116,female head,apartment,1,1100,0,4,1,49000,0,13,6,0,150,2018HU0000658,16000,412,variable
105,female head,apartment,1,1100,0,3,0,49000,0,12,6,0,0,2018HU0991898,16000,412,variable
