PUMA,TYPE,BLD,NP,RNTP,SNAP,RMSP,VEH,HINCP,TANF,WGTP,HHT,NOC,UTIL,SERIALNO,SS,POVPIP,INC_TYPE
118,female head,apartment,2,860,1,5,3,45800,0,25,3,0,430,2019HU0136578,9400,268,variable
102,female head,apartment,1,900,0,4,1,45800,0,12,6,0,80,2.02E+12,13800,370,variable
121,female head,house,7,560,1,13,3,45870,0,9,3,3,480,2.02E+12,7200,126,variable
113,female head,apartment,2,800,0,3,2,45900,0,16,7,0,110,2018HU0155848,0,200,variable
118,male head,apartment,1,940,0,3,1,45900,0,20,4,0,0,2018HU0657987,0,360,variable
110,male head,apartment,1,1200,0,4,1,45900,0,28,4,0,70,2018HU1266759,0,352,variable
108,married,apartment,3,980,0,2,2,45900,0,12,1,0,50,2018HU1302907,0,237,variable
117,male head,apartment,1,700,0,3,1,45900,0,54,4,0,90,2.02E+12,21600,402,variable
128,female head,apartment,3,1000,1,15,2,45900,2500,11,3,0,330,2019HU0868719,39300,293,variable
118,male head,apartment,1,1300,0,2,0,46000,0,8,4,0,20,2.02E+12,0,373,variable
125,female head,apartment,1,830,0,3,1,46000,0,23,6,0,50,2.02E+12,0,373,variable
119,male head,trailer,1,400,0,3,1,46000,0,29,4,0,60,2.02E+12,0,373,variable
118,married,house,7,480,1,4,3,46000,5000,18,1,4,240,2.02E+12,0,125,variable
121,married,house,6,750,0,5,2,46000,0,14,1,1,120,2.02E+12,0,135,variable
101,female head,house,1,750,0,5,1,46000,0,10,6,0,120,2.02E+12,0,373,variable
103,female head,apartment,1,550,0,2,1,46000,0,17,6,0,70,2.02E+12,0,373,variable
105,married,house,8,1200,1,5,4,46000,0,49,1,3,300,2.02E+12,0,108,variable
103,male head,apartment,6,750,0,5,2,46000,0,68,2,4,170,2.02E+12,0,165,variable
116,female head,apartment,1,820,0,4,1,46000,0,32,6,0,30,2.02E+12,0,373,variable
114,male head,apartment,2,700,0,3,1,46000,0,42,2,0,230,2.02E+12,0,290,variable
114,female head,apartment,1,1000,0,4,1,46000,0,12,6,0,270,2.02E+12,0,373,variable
123,married,house,5,1000,0,6,2,46000,0,30,1,3,130,2.02E+12,0,162,variable
104,male head,apartment,3,680,0,3,2,46000,0,35,2,0,120,2.02E+12,0,248,variable
115,male head,apartment,2,1500,0,4,3,46000,0,25,2,0,260,2.02E+12,0,288,variable
104,married,house,4,600,1,3,2,46000,0,47,1,2,120,2.02E+12,0,190,variable
125,married,apartment,2,750,0,5,1,46000,0,14,1,0,200,2.02E+12,0,288,variable
118,female head,apartment,1,1000,0,2,1,46000,0,7,6,0,150,2.02E+12,0,372,variable
102,female head,house,3,750,0,5,1,46000,0,63,3,0,100,2.02E+12,0,238,variable
122,female head,house,2,800,0,8,2,46000,0,13,3,0,300,2.02E+12,0,289,variable
106,married,apartment,2,1200,0,4,2,46000,0,15,1,0,360,2.02E+12,0,287,variable
116,female head,apartment,1,680,0,4,1,46000,0,53,6,0,74,2.02E+12,0,369,variable
104,male head,house,2,1100,0,5,2,46000,0,36,2,0,150,2.02E+12,0,289,variable
123,female head,house,4,1100,0,6,1,46000,0,12,3,2,390,2.02E+12,0,233,variable
128,male head,apartment,1,950,0,3,1,46000,0,86,4,0,100,2.02E+12,0,371,variable
109,female head,apartment,1,770,0,4,1,46000,0,21,6,0,110,2.02E+12,0,369,variable
104,female head,house,2,950,0,6,1,46000,0,12,3,0,220,2.02E+12,0,287,variable
118,married,apartment,2,650,0,3,2,46000,0,14,1,0,70,2.02E+12,0,289,variable
103,female head,apartment,4,900,0,4,1,46000,0,43,3,1,80,2.02E+12,0,183,variable
115,married,apartment,3,780,0,3,1,46000,0,12,1,1,90,2.02E+12,0,240,variable
116,married,house,2,1000,0,8,2,46000,0,14,1,0,90,2.02E+12,0,288,variable
109,female head,apartment,1,1000,0,1,1,46000,0,34,6,0,70,2.02E+12,0,362,variable
108,married,apartment,6,1000,0,4,3,46000,0,25,1,3,200,2.02E+12,0,136,variable
118,male head,apartment,1,900,0,3,1,46000,0,35,4,0,50,2.02E+12,0,367,variable
105,male head,house,1,1300,0,5,2,46000,0,47,4,0,140,2.02E+12,0,362,variable
121,male head,house,6,1100,1,6,2,46000,0,53,2,3,330,2.02E+12,0,138,variable
118,married,apartment,5,500,0,3,2,46000,0,18,1,3,190,2.02E+12,0,159,variable
122,married,apartment,5,750,0,4,1,46000,0,13,1,2,170,2.02E+12,0,,variable
100,female head,apartment,2,1100,0,4,1,46000,0,23,3,1,140,2.02E+12,0,274,variable
109,male head,apartment,2,800,0,1,1,46000,0,67,5,0,50,2.02E+12,0,203,variable
122,married,house,3,630,0,4,3,46000,0,38,1,0,200,2.02E+12,0,242,variable
100,female head,apartment,2,1300,0,6,1,46000,0,21,3,1,200,2.02E+12,0,274,variable
117,male head,apartment,2,1100,0,4,2,46000,0,11,5,0,60,2.02E+12,0,224,variable
119,married,house,5,1100,0,6,3,46000,0,33,1,3,480,2.02E+12,0,160,variable
109,male head,apartment,1,920,0,1,0,46000,0,24,4,0,40,2.02E+12,0,362,variable
105,male head,apartment,1,980,0,4,1,46000,0,13,4,0,160,2.02E+12,0,362,variable
110,female head,apartment,1,1000,0,3,1,46000,0,15,6,0,110,2.02E+12,0,364,variable
104,married,trailer,2,1400,0,2,1,46000,0,13,1,0,100,2.02E+12,0,317,variable
106,female head,apartment,1,1100,0,3,1,46000,0,21,6,0,110,2018HU0012963,0,355,variable
109,female head,apartment,2,1000,0,4,0,46000,0,29,3,1,0,2018HU0103132,0,270,variable
118,female head,apartment,1,770,0,2,1,46000,0,12,6,0,80,2018HU0202954,0,358,variable
112,female head,apartment,3,1500,0,7,2,46000,0,53,3,0,160,2018HU0235717,0,238,variable
118,married,apartment,5,730,0,3,2,46000,0,16,1,3,150,2018HU0360107,0,154,variable
101,female head,house,2,950,0,4,1,46000,0,15,7,0,90,2018HU0432135,0,219,variable
102,married,house,5,1100,0,7,1,46000,0,26,1,3,850,2018HU0852215,0,154,variable
123,male head,apartment,1,600,0,1,1,46000,0,19,4,0,60,2018HU0889359,0,359,variable
125,male head,apartment,2,930,0,4,1,46000,0,77,5,0,0,2018HU0910617,0,187,variable
110,female head,apartment,2,650,0,3,1,46000,0,44,7,0,100,2018HU1052581,0,187,variable
110,female head,apartment,1,460,1,4,0,46000,0,14,6,0,90,2018HU1059204,0,358,variable
101,married,house,2,450,0,4,1,46000,0,18,1,0,120,2018HU1151982,0,279,variable
108,married,house,2,1200,0,5,2,46000,0,15,1,0,60,2018HU1152949,0,279,variable
117,female head,apartment,1,990,0,3,1,46000,0,18,6,0,40,2018HU1160247,0,360,variable
107,female head,apartment,1,950,0,3,1,46000,0,50,6,0,230,2018HU1171476,0,356,variable
113,male head,house,1,1400,0,7,2,46000,0,12,4,0,120,2018HU1233432,0,356,variable
110,female head,house,1,1100,0,5,1,46000,0,11,6,0,90,2019HU0436058,0,350,variable
115,married,apartment,4,950,0,5,2,46000,0,53,1,1,110,2019HU0528761,0,174,variable
108,female head,apartment,1,1000,0,1,1,46000,0,52,6,0,80,2019HU0548054,0,351,variable
117,married,house,3,750,0,4,3,46000,0,36,1,0,80,2019HU0864367,0,232,variable
108,male head,apartment,1,1000,0,3,0,46000,0,29,4,0,70,2019HU0984669,0,347,variable
109,male head,apartment,1,950,0,2,1,46000,0,11,4,0,0,2019HU1144083,0,351,variable
115,male head,house,1,1100,0,6,1,46000,0,13,4,0,180,2.02E+12,4400,405,variable
110,male head,apartment,1,1300,0,6,1,46000,0,15,4,0,140,2.02E+12,6000,403,variable
128,female head,house,2,1400,0,7,2,46000,0,15,3,0,300,2.02E+12,6000,281,variable
116,married,apartment,2,720,0,3,1,46000,0,9,1,0,90,2019HU1182695,12000,272,variable
122,female head,house,4,920,0,8,1,46000,0,12,3,0,150,2019HU0247722,18000,214,variable
106,male head,apartment,1,750,0,3,1,46100,0,21,4,0,130,2.02E+12,0,374,variable
121,married,house,4,1000,1,6,2,46100,4000,8,1,2,250,2.02E+12,0,192,variable
114,married,apartment,3,700,0,4,2,46100,0,9,1,1,140,2.02E+12,0,236,variable
110,married,house,2,600,0,5,3,46100,0,12,1,0,500,2019HU0010132,0,269,variable
109,male head,apartment,2,1000,0,4,0,46100,0,53,5,0,0,2019HU0131558,0,304,variable
116,female head,house,2,740,0,4,3,46100,0,39,3,0,240,2.02E+12,4800,318,variable
105,female head,apartment,1,740,0,5,1,46100,0,13,6,0,140,2.02E+12,7300,395,variable
103,male head,apartment,1,120,0,3,0,46100,0,13,4,0,40,2.02E+12,8600,406,variable
104,female head,house,2,1400,0,5,2,46100,0,38,3,0,330,2.02E+12,8800,288,variable
116,male head,house,2,700,0,5,1,46100,0,40,5,0,260,2.02E+12,15000,322,variable
118,female head,apartment,3,1200,0,5,2,46110,0,17,7,0,120,2.02E+12,0,259,variable
100,married,house,5,980,0,5,2,46200,0,18,1,3,150,2.02E+12,0,163,variable
118,male head,apartment,1,210,0,1,0,46200,0,12,4,0,0,2.02E+12,0,375,variable
118,male head,apartment,2,400,0,1,1,46200,0,18,5,0,50,2.02E+12,0,249,variable
103,female head,apartment,4,950,0,4,1,46200,0,14,3,2,120,2018HU0130962,0,344,variable
118,married,apartment,2,1300,0,4,2,46200,0,16,1,0,70,2018HU0645355,0,279,variable
121,married,house,6,900,0,6,2,46200,0,52,1,2,80,2018HU1000496,0,136,variable
110,male head,apartment,2,1300,0,3,2,46200,0,31,2,0,90,2019HU0738073,0,270,variable
104,married,house,3,1300,0,6,3,46200,0,17,1,1,190,2019HU1283139,0,225,variable
116,female head,house,2,390,0,3,1,46200,0,20,3,0,80,2.02E+12,11300,322,variable
110,male head,apartment,1,860,0,3,1,46200,0,24,4,0,0,2.02E+12,15800,407,variable
106,female head,apartment,1,1200,0,7,1,46200,0,15,6,0,100,2019HU1344405,16200,383,variable
104,female head,house,2,1300,0,6,0,46200,0,11,3,0,200,2.02E+12,20000,322,variable
120,male head,apartment,1,1200,0,6,1,46200,0,20,4,0,50,2018HU0366689,27000,393,variable
107,married,house,4,2700,0,7,2,46240,0,14,1,1,750,2.02E+12,0,186,variable
105,married,house,3,1300,0,7,2,46300,0,14,1,0,100,2.02E+12,0,250,variable
108,married,apartment,3,880,0,3,2,46300,0,20,1,1,80,2.02E+12,0,242,variable
110,male head,apartment,2,1200,0,4,0,46300,0,16,5,0,0,2.02E+12,0,375,variable
101,married,apartment,2,740,0,2,2,46300,0,15,1,0,100,2018HU0911139,14500,280,variable
111,married,house,2,1500,0,6,2,46300,0,28,1,0,170,2.02E+12,32400,321,variable
118,male head,house,5,550,1,4,2,46400,0,11,2,2,330,2.02E+12,0,128,variable
119,married,house,3,710,0,6,1,46400,0,37,1,1,180,2.02E+12,0,243,variable
120,married,house,3,1300,0,5,2,46400,0,6,1,1,280,2.02E+12,0,241,variable
115,married,apartment,5,480,1,3,1,46400,1400,13,1,3,400,2.02E+12,0,163,variable
116,married,house,4,1100,0,4,2,46400,0,7,1,1,150,2.02E+12,0,186,variable
103,male head,apartment,2,680,1,3,1,46400,1000,12,5,0,210,2.02E+12,0,200,variable
102,married,apartment,2,610,0,3,2,46400,0,15,1,0,90,2.02E+12,0,285,variable
103,female head,apartment,3,1000,1,4,2,46400,0,14,3,1,160,2019HU0296079,0,202,variable
108,male head,apartment,1,1100,0,5,0,46410,0,29,4,0,120,2.02E+12,0,377,variable
114,female head,apartment,5,510,0,4,2,46500,0,35,3,0,120,2.02E+12,0,160,variable
123,married,house,7,750,1,5,1,46500,1500,14,1,3,200,2.02E+12,0,123,variable
109,male head,house,3,1400,0,6,3,46500,0,52,5,0,90,2.02E+12,0,324,variable
110,male head,apartment,1,700,0,1,1,46500,0,12,4,0,50,2.02E+12,0,375,variable
103,married,apartment,5,700,1,4,2,46500,0,16,1,3,120,2.02E+12,0,161,variable
105,married,house,5,1400,1,7,3,46500,0,8,1,2,210,2018HU0047427,0,153,variable
109,female head,apartment,4,1500,0,8,4,46500,0,11,7,0,220,2018HU0589489,0,266,variable
116,female head,apartment,2,750,0,5,1,46500,0,60,3,0,110,2019HU0171389,0,275,variable
115,married,house,3,850,0,5,3,46600,0,15,1,1,130,2.02E+12,0,243,variable
116,female head,house,2,700,0,4,1,46600,0,11,3,0,80,2.02E+12,0,290,variable
123,female head,apartment,1,880,0,3,1,46600,0,13,6,0,50,2018HU1245206,0,363,variable
114,married,apartment,2,820,0,2,2,46600,0,17,1,0,140,2019HU0937599,0,274,variable
111,female head,apartment,2,1400,0,6,2,46600,0,23,3,0,120,2019HU1104533,0,276,variable
119,married,house,6,800,1,6,1,46600,0,24,1,0,120,2.02E+12,4900,137,variable
101,female head,apartment,1,230,0,2,0,46600,0,12,6,0,70,2018HU0616703,9600,393,variable
108,female head,apartment,1,190,1,4,0,46600,0,17,6,0,80,2019HU0910800,12700,384,variable
106,female head,apartment,2,1100,0,3,2,46600,0,11,3,0,170,2.02E+12,14600,292,variable
110,female head,house,2,1200,0,3,2,46600,0,14,3,0,170,2.02E+12,15600,318,variable
128,married,house,3,830,0,4,1,46600,0,16,1,0,380,2018HU0972510,19200,239,variable
102,female head,house,1,530,0,5,1,46600,0,10,6,0,60,2.02E+12,21600,410,variable
123,female head,house,3,850,1,4,2,46700,0,15,3,1,80,2.02E+12,0,328,variable
122,married,apartment,4,700,0,5,3,46700,0,26,1,2,70,2.02E+12,0,191,variable
125,female head,house,5,1000,1,6,1,46700,0,47,3,1,350,2.02E+12,0,159,variable
109,male head,apartment,2,860,0,4,1,46700,0,25,5,0,170,2018HU0075937,0,183,variable
120,female head,apartment,3,1400,0,8,1,46700,0,22,3,2,80,2018HU1139848,0,236,variable
118,female head,apartment,1,1000,0,3,2,46800,0,75,6,0,140,2.02E+12,0,380,variable
108,male head,house,1,1100,0,4,1,46800,0,22,4,0,90,2.02E+12,0,380,variable
109,female head,apartment,1,810,0,4,1,46800,0,24,6,0,100,2.02E+12,0,378,variable
108,married,apartment,4,1100,0,3,1,46800,0,24,1,2,0,2.02E+12,0,194,variable
105,married,house,3,1500,0,8,2,46800,0,24,1,0,180,2.02E+12,0,244,variable
116,male head,apartment,1,980,0,2,2,46800,0,22,4,0,0,2.02E+12,10800,380,variable
102,female head,apartment,2,770,1,3,1,46800,0,16,3,0,190,2019HU0010511,18000,308,variable
116,male head,apartment,2,1000,0,4,1,46800,0,21,2,0,120,2.02E+12,22800,286,variable
110,female head,apartment,1,1500,0,5,1,46800,300,13,6,0,110,2018HU0152592,24100,395,variable
103,married,house,7,1200,1,5,3,46800,0,42,1,3,170,2.02E+12,24800,123,variable
114,married,house,2,500,0,5,2,46800,0,16,1,0,0,2.02E+12,27800,325,variable
108,female head,apartment,2,810,0,1,2,46900,0,55,7,0,40,2.02E+12,0,226,variable
128,female head,apartment,1,810,0,4,1,46900,0,16,6,0,100,2018HU0896031,0,360,variable
114,female head,house,1,1800,0,6,2,46900,0,25,6,0,330,2.02E+12,1400,413,variable
128,male head,apartment,1,900,0,4,1,46900,0,14,4,0,80,2.02E+12,6600,413,variable
101,married,apartment,2,1000,0,6,3,46900,0,16,1,0,180,2018HU0041769,26400,315,variable
117,male head,apartment,1,600,0,2,2,47000,0,65,4,0,60,2.02E+12,0,381,variable
102,female head,apartment,2,650,0,4,1,47000,0,38,3,1,150,2.02E+12,0,288,variable
103,female head,apartment,3,600,1,4,1,47000,0,38,3,2,120,2.02E+12,0,246,variable
101,married,house,6,1200,0,6,2,47000,0,13,1,3,260,2.02E+12,0,144,variable
115,male head,apartment,2,540,0,2,1,47000,0,18,5,0,80,2.02E+12,0,219,variable
108,female head,apartment,1,750,0,4,1,47000,0,8,6,0,110,2.02E+12,0,381,variable
103,female head,apartment,3,650,0,4,1,47000,0,13,3,1,100,2.02E+12,0,381,variable
118,male head,apartment,2,840,0,4,2,47000,0,12,5,0,50,2.02E+12,0,259,variable
118,female head,apartment,3,640,0,3,2,47000,0,44,3,0,60,2.02E+12,0,189,variable
121,married,house,5,800,0,5,3,47000,0,24,1,0,250,2.02E+12,0,166,variable
116,female head,apartment,1,610,0,1,1,47000,0,11,6,0,0,2.02E+12,0,381,variable
119,male head,house,4,850,0,6,2,47000,0,39,2,1,150,2.02E+12,0,,variable
116,female head,apartment,2,1100,0,3,2,47000,0,14,7,0,60,2.02E+12,0,324,variable
106,female head,apartment,1,1200,0,4,1,47000,0,11,6,0,120,2.02E+12,0,379,variable
108,female head,apartment,2,1000,0,8,2,47000,0,16,7,0,150,2.02E+12,0,217,variable
102,female head,house,3,870,0,3,2,47000,0,11,3,1,150,2.02E+12,0,235,variable
112,male head,apartment,2,1000,0,3,2,47000,0,49,5,0,120,2.02E+12,0,217,variable
107,female head,apartment,1,1000,0,1,1,47000,0,14,6,0,180,2.02E+12,0,378,variable
102,married,apartment,3,1100,0,4,2,47000,0,17,1,1,120,2.02E+12,0,245,variable
106,male head,apartment,1,810,0,6,1,47000,0,26,4,0,50,2.02E+12,0,379,variable
116,male head,apartment,2,570,0,3,0,47000,0,24,2,0,120,2.02E+12,0,288,variable
102,female head,house,2,910,0,6,1,47000,0,13,3,0,70,2.02E+12,0,282,variable
110,female head,apartment,2,750,0,4,1,47000,0,11,3,0,140,2.02E+12,0,288,variable
116,male head,house,1,720,0,5,1,47000,0,11,4,0,60,2.02E+12,0,408,variable
118,male head,apartment,2,770,0,3,2,47000,0,29,5,0,210,2.02E+12,0,228,variable
106,female head,apartment,4,650,0,5,0,47000,0,14,3,0,110,2.02E+12,0,183,variable
118,female head,apartment,2,950,0,4,2,47000,0,14,7,0,100,2.02E+12,0,251,variable
122,female head,house,2,800,0,4,1,47000,0,14,3,0,110,2.02E+12,0,289,variable
118,female head,apartment,1,770,0,4,1,47000,0,8,6,0,50,2.02E+12,0,372,variable
102,female head,apartment,1,650,0,3,1,47000,0,19,6,0,100,2.02E+12,0,370,variable
103,female head,apartment,1,790,0,2,1,47000,0,30,6,0,80,2.02E+12,0,374,variable
103,female head,apartment,1,500,0,5,1,47000,0,12,6,0,60,2018HU0048611,0,364,variable
105,female head,apartment,2,910,0,1,1,47000,0,29,3,0,60,2018HU0049178,0,278,variable
115,female head,apartment,1,790,0,2,1,47000,0,30,6,0,200,2018HU0049806,0,360,variable
125,married,house,2,450,0,2,1,47000,0,32,1,0,100,2018HU0072083,0,280,variable
105,male head,apartment,1,840,0,4,1,47000,0,19,4,0,80,2018HU0120627,0,365,variable
118,male head,apartment,1,1100,0,2,1,47000,0,15,4,0,50,2018HU0229022,0,367,variable
109,male head,apartment,1,830,0,4,1,47000,0,13,4,0,120,2018HU0249239,0,367,variable
116,married,apartment,3,850,0,4,2,47000,0,10,1,1,60,2018HU0272173,0,234,variable
105,married,apartment,2,930,0,3,2,47000,0,11,1,0,70,2018HU0294553,0,286,variable
123,female head,house,3,1200,0,6,2,47000,0,58,3,1,100,2018HU0312165,0,202,variable
102,married,apartment,2,850,0,4,2,47000,0,12,1,0,60,2018HU0428292,0,284,variable
101,male head,house,3,930,0,4,3,47000,0,17,2,0,200,2018HU0601200,0,187,variable
101,female head,apartment,2,1000,0,3,1,47000,0,14,3,1,210,2018HU0615466,0,273,variable
117,male head,apartment,1,800,0,1,1,47000,0,22,4,0,100,2018HU0642504,0,365,variable
121,female head,house,3,1000,0,6,4,47000,0,19,3,1,110,2018HU0736843,0,171,variable
118,married,apartment,4,500,0,6,1,47000,0,20,1,2,250,2018HU0787902,0,187,variable
116,married,apartment,3,720,0,1,2,47000,0,28,1,1,610,2018HU0823860,0,238,variable
110,married,apartment,3,1700,0,2,1,47000,0,31,1,1,80,2018HU0829271,0,238,variable
108,male head,house,2,1300,0,6,1,47000,0,64,5,0,250,2018HU0876432,0,192,variable
110,male head,apartment,1,1200,0,2,1,47000,0,34,4,0,70,2018HU0883467,0,366,variable
110,female head,apartment,1,1500,0,1,1,47000,0,19,6,0,50,2018HU1087615,0,361,variable
114,male head,house,2,980,0,6,2,47000,0,73,5,0,320,2018HU1176956,0,363,variable
110,male head,apartment,1,860,0,2,1,47000,0,50,4,0,0,2018HU1271281,0,368,variable
103,female head,apartment,2,1000,0,4,0,47000,0,22,7,0,350,2018HU1326150,0,254,variable
116,male head,apartment,5,720,0,4,2,47000,0,37,2,2,230,2018HU1346976,0,231,variable
123,married,house,6,820,0,7,3,47000,0,51,1,3,140,2019HU0235324,0,135,variable
120,female head,apartment,1,1000,0,3,1,47000,0,20,6,0,70,2019HU0309482,0,358,variable
109,female head,apartment,2,1100,0,4,2,47000,0,23,7,0,90,2019HU0372129,0,190,variable
105,female head,house,1,1400,0,6,1,47000,0,13,6,0,240,2019HU0402890,0,355,variable
110,male head,apartment,1,1200,0,3,1,47000,0,46,4,0,44,2019HU0742147,0,354,variable
110,female head,apartment,1,1200,0,2,1,47000,0,31,6,0,70,2019HU0964466,0,357,variable
111,male head,apartment,1,1200,0,2,1,47000,0,14,4,0,160,2019HU1229499,0,358,variable
101,female head,house,2,200,0,6,2,47000,0,18,7,0,160,2019HU1265968,0,188,variable
119,male head,apartment,1,450,1,1,0,47000,0,22,4,0,0,2.02E+12,9000,369,variable
103,male head,house,2,800,0,5,1,47000,8000,12,5,0,0,2019HU0962297,9000,226,variable
101,married,trailer,4,800,0,4,2,47000,0,13,1,2,160,2018HU0111509,10000,186,variable
115,female head,house,2,700,0,3,1,47000,0,46,3,0,250,2.02E+12,12000,295,variable
114,female head,house,1,1500,0,6,1,47000,0,23,6,0,150,2.02E+12,17600,409,variable
104,married,apartment,3,1100,0,5,1,47000,0,15,1,0,100,2.02E+12,24000,253,variable
107,female head,house,1,1300,0,5,1,47000,0,37,6,0,120,2019HU0617304,24000,389,variable
102,female head,apartment,2,900,0,5,2,47010,0,12,7,0,80,2.02E+12,0,278,variable
110,female head,apartment,2,1400,0,4,2,47040,0,18,7,0,90,2.02E+12,13000,306,variable
115,married,apartment,3,1100,0,7,2,47050,0,14,1,1,74,2019HU0463191,0,229,variable
115,female head,apartment,5,1300,1,6,2,47070,270,22,3,1,300,2.02E+12,8800,157,variable
117,married,apartment,2,580,0,4,2,47100,0,13,1,0,170,2.02E+12,0,297,variable
117,female head,apartment,3,600,0,3,0,47100,0,7,3,0,80,2.02E+12,0,254,variable
118,married,apartment,5,750,0,4,2,47100,0,14,1,3,120,2.02E+12,0,163,variable
104,married,apartment,3,650,0,5,3,47100,0,21,1,1,110,2018HU0348721,0,237,variable
116,married,house,7,1100,1,6,3,47100,0,26,1,4,350,2.02E+12,9600,126,variable
114,married,apartment,4,1000,1,4,2,47100,0,30,1,2,150,2.02E+12,12100,192,variable
107,married,house,2,500,0,10,2,47100,0,7,1,0,700,2018HU0469699,19100,282,variable
104,married,house,2,790,0,5,1,47100,0,14,1,0,100,2019HU1052640,24300,308,variable
108,male head,apartment,1,730,0,3,2,47200,0,35,4,0,80,2.02E+12,0,383,variable
121,male head,house,6,700,0,4,2,47200,0,12,2,2,390,2.02E+12,0,225,variable
119,female head,house,5,900,1,1,1,47200,0,15,3,0,50,2.02E+12,0,194,variable
110,married,apartment,3,1200,0,4,2,47200,0,45,1,1,200,2018HU0191651,0,235,variable
123,female head,house,2,150,0,8,2,47200,0,14,3,0,160,2.02E+12,19200,321,variable
112,married,apartment,2,2700,0,4,2,47220,0,22,1,0,200,2.02E+12,35400,330,variable
110,male head,apartment,3,950,1,4,1,47290,60,14,2,0,0,2018HU0671902,13200,245,variable
123,female head,house,4,800,0,5,3,47300,0,11,7,0,90,2.02E+12,0,232,variable
120,male head,apartment,2,1200,0,7,2,47300,0,27,2,0,220,2.02E+12,0,290,variable
123,married,house,6,1200,1,7,2,47300,0,16,1,4,130,2018HU0000299,0,143,variable
116,female head,apartment,2,900,0,4,1,47300,0,30,3,1,110,2018HU0858975,0,273,variable
123,male head,apartment,3,860,0,5,1,47300,0,40,2,0,0,2018HU1383857,0,236,variable
108,male head,apartment,2,1100,0,3,1,47300,0,24,5,0,70,2019HU0666245,0,193,variable
107,female head,house,5,1700,1,6,3,47300,0,26,3,0,170,2019HU0918177,600,149,variable
123,female head,house,3,1200,1,6,2,47300,0,11,3,1,310,2.02E+12,22300,248,variable
103,married,apartment,2,630,0,1,1,47300,0,11,1,0,260,2019HU0387241,47300,277,fixed
122,married,house,5,900,0,5,3,47400,0,20,1,2,480,2.02E+12,0,162,variable
109,female head,house,2,1400,0,6,3,47400,0,15,7,0,140,2.02E+12,0,215,variable
103,male head,apartment,1,1000,0,4,1,47400,0,25,4,0,0,2.02E+12,0,412,variable
116,married,apartment,2,920,0,4,1,47400,0,46,1,0,0,2019HU1009067,0,281,variable
122,married,house,4,770,1,5,3,47400,0,33,1,1,200,2019HU1124206,0,178,variable
114,female head,apartment,2,960,0,3,0,47400,0,25,7,0,0,2018HU0234438,25600,234,variable
109,female head,apartment,2,1600,0,5,2,47430,0,11,7,0,100,2.02E+12,0,263,variable
104,female head,apartment,2,640,0,3,0,47500,0,33,3,0,60,2.02E+12,0,291,variable
119,female head,house,4,800,0,3,1,47500,0,27,3,1,150,2.02E+12,0,,variable
109,male head,apartment,1,960,0,3,1,47500,0,7,4,0,60,2.02E+12,0,380,variable
118,female head,apartment,1,1000,0,2,1,47500,0,8,6,0,80,2.02E+12,0,373,variable
116,male head,apartment,1,760,0,1,1,47500,0,15,4,0,60,2018HU0558669,0,364,variable
108,married,apartment,3,1100,0,4,1,47500,0,32,1,1,200,2018HU0632144,0,236,variable
116,male head,house,2,900,0,8,2,47500,0,12,5,0,390,2019HU0292154,0,208,variable
105,married,house,3,2000,0,7,1,47500,0,23,1,0,360,2.02E+12,23700,255,variable
121,female head,apartment,5,450,1,11,0,47520,390,13,3,0,160,2.02E+12,9530,162,variable
116,married,apartment,4,670,0,6,3,47600,0,26,1,1,150,2.02E+12,0,191,variable
103,married,apartment,3,900,0,4,2,47600,0,22,1,0,300,2.02E+12,0,257,variable
122,married,house,3,900,0,5,2,47600,0,46,1,1,350,2.02E+12,0,241,variable
123,female head,house,6,1200,1,9,2,47600,0,11,3,1,140,2019HU0919052,0,133,variable
110,married,apartment,2,970,0,4,2,47600,0,12,1,0,100,2019HU1076030,39600,308,variable
122,married,house,5,950,1,7,2,47680,4000,19,1,2,280,2018HU0639900,7700,158,variable
106,male head,apartment,2,880,0,4,2,47700,0,15,2,0,80,2.02E+12,0,301,variable
106,male head,house,1,350,0,6,1,47700,0,23,4,0,130,2019HU0238782,0,362,variable
114,male head,apartment,3,950,0,5,0,47700,0,23,5,0,130,2019HU1358840,0,263,variable
101,male head,house,2,1000,0,5,1,47700,0,43,5,0,170,2018HU0980336,20400,197,variable
113,married,house,4,1300,0,8,1,47700,0,23,1,2,320,2.02E+12,25000,198,variable
119,female head,house,2,920,0,5,2,47720,0,12,7,0,160,2018HU0937642,0,188,variable
106,married,apartment,2,920,1,4,2,47800,0,20,1,0,50,2.02E+12,0,300,variable
120,male head,house,2,1300,0,4,2,47800,0,12,5,0,280,2.02E+12,0,316,variable
106,married,house,3,1200,0,4,4,47800,0,14,1,1,180,2019HU0432339,0,234,variable
116,female head,apartment,2,750,0,4,1,47800,0,9,7,0,60,2018HU1324416,14800,218,variable
121,married,house,4,750,0,6,2,47800,0,14,1,2,270,2019HU0797418,16600,187,variable
104,married,house,2,990,0,6,1,47800,0,13,1,0,220,2.02E+12,25400,334,variable
109,female head,apartment,2,840,0,4,1,47900,0,30,7,0,50,2.02E+12,0,257,variable
121,married,house,4,1200,0,5,3,47900,0,30,1,2,70,2019HU0845323,0,187,variable
104,married,apartment,2,600,0,4,2,47900,0,19,1,0,200,2018HU0859789,42900,317,variable
108,married,house,4,760,0,3,2,48000,0,15,1,2,100,2.02E+12,0,200,variable
118,female head,apartment,1,910,0,3,1,48000,0,15,6,0,0,2.02E+12,0,389,variable
